sigma_test,replica,v_score_standard,v_score_posenc
0.2925641025641026,9,0.000807266331725338,0.0009001444171766192
0.3,0,0.0008217419044057065,0.000779982807251027
0.3,1,0.0008111179263926134,0.0010571475792284064
0.3,2,0.0005902923853008384,0.0008551868032155848
0.3,3,0.00023506616607192745,0.0003179589628592214
0.3,4,0.00026684931631391884,0.00035229410714680663
0.3,5,0.012675041229654845,0.010257755479614416
0.3,6,0.0013155849809871013,0.0016603459803608334
0.3,7,0.0001733000971495209,0.00016782163519234172
0.3,8,0.0016442471274320464,0.001593731791768964
0.3,9,0.0021587502096724353,0.0065790504979373506
