sigma_test,replica,v_score_dualembed,v_score_dualembed_posenc
0.12153846153846153,3,1.1983465995843342e-05,2.2129709777356797e-05
0.12153846153846153,4,8.571244157809726e-06,1.6371012545950423e-05
0.12153846153846153,5,1.3021945352046291e-05,2.1117172539692455e-05
0.12153846153846153,6,1.0482492924074864e-05,1.9022719460446577e-05
0.12153846153846153,7,1.194777412277829e-05,2.0504806070013863e-05
0.12153846153846153,8,1.77943753113334e-05,2.7909083675834e-05
0.12153846153846153,9,1.152453076392828e-05,2.0121476687350416e-05
0.12897435897435897,0,1.167430020358283e-05,2.1504093234333007e-05
0.12897435897435897,1,1.2544829689157647e-05,2.0588435507945814e-05
0.12897435897435897,2,1.7381692921792622e-05,3.027276463398985e-05
0.12897435897435897,3,2.248061578495845e-05,3.167175368175352e-05
0.12897435897435897,4,1.3067904122721423e-05,2.3650547972380886e-05
0.12897435897435897,5,1.6284750821754794e-05,2.4358051919759693e-05
0.12897435897435897,6,1.4193232262130936e-05,2.117291242953624e-05
0.12897435897435897,7,1.3669865416096445e-05,2.534732316607265e-05
0.12897435897435897,8,1.8538576943164126e-05,2.6878097203051403e-05
0.12897435897435897,9,1.084171168369959e-05,2.1171738122740017e-05
0.13641025641025642,0,2.2242009405727612e-05,2.9362876432408887e-05
0.13641025641025642,1,1.9015197286375594e-05,2.7614219379975205e-05
0.13641025641025642,2,2.169985815776249e-05,2.8364611085161373e-05
0.13641025641025642,3,1.4659274637693758e-05,2.453074881318528e-05
0.13641025641025642,4,1.2328113454259279e-05,2.00543581309675e-05
0.13641025641025642,5,1.6124527905110786e-05,2.5542316275682073e-05
0.13641025641025642,6,1.270899621428237e-05,2.323048949492239e-05
0.13641025641025642,7,1.6354915582831383e-05,2.5254202766368013e-05
0.13641025641025642,8,3.5237867688316517e-05,3.8936023902244226e-05
0.13641025641025642,9,1.5118501316446036e-05,2.623834585425516e-05
0.14384615384615385,0,1.4059359159905383e-05,2.5056336921384985e-05
0.14384615384615385,1,3.377114545327118e-05,4.267233840365991e-05
0.14384615384615385,2,1.4037770737395445e-05,2.3785780845153734e-05
0.14384615384615385,3,1.8262406402991476e-05,2.7381508196642274e-05
0.14384615384615385,4,1.8430005669761377e-05,3.36985976311299e-05
0.14384615384615385,5,1.208420010239139e-05,2.299643338693619e-05
0.14384615384615385,6,2.070560250908674e-05,3.309395540553654e-05
0.14384615384615385,7,2.5029810717498878e-05,3.5777161384303206e-05
0.14384615384615385,8,1.5399245603511947e-05,2.42301499561791e-05
0.14384615384615385,9,2.0932390050447106e-05,3.474928536253326e-05
0.1512820512820513,0,1.7103890164272973e-05,2.2194491445724445e-05
0.1512820512820513,1,1.9578247004884995e-05,3.2237492858609634e-05
0.1512820512820513,2,1.1485079321023704e-05,1.936036044309667e-05
0.1512820512820513,3,1.4418438512969161e-05,2.169015202613011e-05
0.1512820512820513,4,1.9135735521464e-05,3.384688003563374e-05
0.1512820512820513,5,1.4157059450453656e-05,2.6943266321778215e-05
0.1512820512820513,6,2.717718240263752e-05,4.3776226216745744e-05
0.1512820512820513,7,2.151321856859989e-05,3.8944838677002695e-05
0.1512820512820513,8,1.9903227434716794e-05,3.236426063399298e-05
0.1512820512820513,9,1.3142074692380552e-05,2.0385199135922835e-05
0.15871794871794873,0,1.1053298027865264e-05,2.066764021638886e-05
0.15871794871794873,1,1.8379361143822053e-05,3.1923565908210774e-05
0.15871794871794873,2,0.00011152218031061661,3.22479217661112e-05
0.15871794871794873,3,1.7628868204302526e-05,2.7083669094551948e-05
